Reference,London Borough Name,Attendant Location,Severity,Number Of Casualties,Number Of Vehicles,Date,Day,Time,Highway,Road Class 1,Road Number 1,Road Type,Speed Limit,Junction Detail,Junction Control,Road Class 2,Road Number 2,Pedestrian Crossing,Light Condition Band,Weather,Road Surface,Special Conditions,Carriage Way Hazard,Easting,Northing,Longitude,Latitude,Ward Code,Ward Name,Spatial Accuracy,Location,Socrata ID,Last Uploaded,Organisation URI
0111CW10083,CAMDEN,HAMPSTEAD ROAD J/W CARDINGTON STREET,3 Slight,2,2,13/02/2011 04:25:00 AM,Sunday   ,4.25,1 TLRN,A,400,6 Single Cwy,2 30 MPH,3 T/Stag Jun,2 Auto Sig,C,0,0 No Xing Facility In 50m,2 Dark,2 Raining,2 Road-Wet,0 None,0 None,529210,182760,-0.138731,51.528986,E05000142,Regent's Park,Unknown,"(51.528986, -0.138731)",29696,04/11/2016 10:29:02 AM,http://opendatacommunities.org/id/london-borough-council/camden
0111CW10096,CAMDEN,EVERSHOT ROAD 30M. SE. OF J/W LIDLINGTON PLACE.,3 Slight,2,1,12/02/2011 03:10:00 AM,Saturday ,3.10,3 Bor,A,4200,6 Single Cwy,2 30 MPH,0 No Jun In 20m,-2 Not Applicable,-2 Not Applicable,0,8 Central Refuge,2 Dark,2 Raining,2 Road-Wet,0 None,0 None,529330,183190,-0.136844,51.532823,E05000143,St Pancras and Somers Town,Unknown,"(51.532823, -0.136844)",29695,04/11/2016 10:29:02 AM,http://opendatacommunities.org/id/london-borough-council/camden
0111CW10099,CAMDEN,EUSTON SQUARE J/W EUSTON ROAD.,3 Slight,1,1,17/02/2011 04:45:00 PM,Thursday ,16.45,1 TLRN,A,4200,6 Single Cwy,2 30 MPH,6 Crossroads,2 Auto Sig,A,501,5 Pedn Phase At Ats,2 Dark,1 Fine,1 Road-Dry,0 None,0 None,529740,182610,-0.13115,51.527516,E05000142,Regent's Park,Unknown,"(51.527516, -0.13115)",29694,04/11/2016 10:29:02 AM,http://opendatacommunities.org/id/london-borough-council/camden
0111CW10102,CAMDEN,CAMDEN PARK ROAD J/W NORTH VILLAS,3 Slight,1,1,17/02/2011 08:21:00 PM,Thursday ,20.21,3 Bor,A,5200,6 Single Cwy,2 30 MPH,3 T/Stag Jun,2 Auto Sig,Unclassified,0,5 Pedn Phase At Ats,2 Dark,1 Fine,1 Road-Dry,0 None,0 None,529800,184800,-0.129479,51.547183,E05000131,Cantelowes,Unknown,"(51.547183, -0.129479)",29693,04/11/2016 10:29:02 AM,http://opendatacommunities.org/id/london-borough-council/camden
0111CW10103,CAMDEN,"FORDWYCH ROAD, 25 METRES NORTH WEST OF MANSTONE ROAD.",3 Slight,1,3,17/02/2011 10:23:00 PM,Thursday ,22.23,3 Bor,Unclassified,0,6 Single Cwy,2 30 MPH,0 No Jun In 20m,-2 Not Applicable,-2 Not Applicable,0,0 No Xing Facility In 50m,2 Dark,1 Fine,1 Road-Dry,0 None,6 Ped In Cwy (Not Inj),524270,185350,-0.208993,51.55337,E05000132,Fortune Green,Unknown,"(51.55337, -0.208993)",29692,04/11/2016 10:29:02 AM,http://opendatacommunities.org/id/london-borough-council/camden
0111CW10106,CAMDEN,MALDEN ROAD J/W WELLESLEY PLACE,3 Slight,1,2,25/01/2011 01:15:00 PM,Tuesday  ,13.15,3 Bor,4 B,517,6 Single Cwy,2 30 MPH,3 T/Stag Jun,4 Give Way/Uncontrolled,Unclassified,0,0 No Xing Facility In 50m,1 Daylight,2 Raining,2 Road-Wet,0 None,0 None,528080,185110,-0.154157,51.550362,E05000136,Haverstock,Unknown,"(51.550362, -0.154157)",29691,04/11/2016 10:29:02 AM,http://opendatacommunities.org/id/london-borough-council/camden
0111CW10107,CAMDEN,NFL - PANCRAS ROAD 50M. NORTH OF J/W EUSTON ROAD.,3 Slight,1,2,10/02/2011 04:30:00 PM,Thursday ,16.30,3 Bor,A,5202,6 Single Cwy,2 30 MPH,0 No Jun In 20m,-2 Not Applicable,-2 Not Applicable,0,0 No Xing Facility In 50m,1 Daylight,2 Raining,2 Road-Wet,4 Roadworks,0 None,530190,182940,-0.124545,51.530378,E05000143,St Pancras and Somers Town,Unknown,"(51.530378, -0.124545)",29690,04/11/2016 10:29:02 AM,http://opendatacommunities.org/id/london-borough-council/camden
0111CW10109,CAMDEN,CASTLEHAVEN ROAD J/W CAMDEN HIGH STREET.,3 Slight,1,1,18/02/2011 03:30:00 PM,Friday   ,15.30,3 Bor,A,502,2 One-Way St,1 <= 20 MPH,6 Crossroads,2 Auto Sig,A,502,5 Pedn Phase At Ats,1 Daylight,1 Fine,1 Road-Dry,0 None,0 None,528690,184170,-0.145708,51.541776,E05000130,Camden Town with Primrose Hill,Unknown,"(51.541776, -0.145708)",29689,04/11/2016 10:29:02 AM,http://opendatacommunities.org/id/london-borough-council/camden
0111CW10111,CAMDEN,CAMDEN ROAD J/W BAYHAM STREET.,3 Slight,1,1,19/02/2011 12:40:00 AM,Saturday ,0.40,1 TLRN,A,503,6 Single Cwy,2 30 MPH,3 T/Stag Jun,2 Auto Sig,A,503,5 Pedn Phase At Ats,2 Dark,1 Fine,1 Road-Dry,0 None,0 None,528980,183950,-0.141609,51.539732,E05000130,Camden Town with Primrose Hill,Unknown,"(51.539732, -0.141609)",29688,04/11/2016 10:29:02 AM,http://opendatacommunities.org/id/london-borough-council/camden
0111CW10114,CAMDEN,EUSTON ROAD J/W EUSTON SQUARE.,3 Slight,1,2,18/02/2011 01:40:00 PM,Friday   ,13.40,1 TLRN,A,501,3 Dual Cwy,2 30 MPH,6 Crossroads,2 Auto Sig,A,4200,5 Pedn Phase At Ats,1 Daylight,1 Fine,1 Road-Dry,0 None,0 None,529740,182580,-0.131161,51.527247,E05000142,Regent's Park,Unknown,"(51.527247, -0.131161)",29687,04/11/2016 10:29:02 AM,http://opendatacommunities.org/id/london-borough-council/camden
0111CW10121,CAMDEN,CAMDEN HIGH STREET J/W GREENLAND STREET,3 Slight,1,1,19/02/2011 09:15:00 AM,Saturday ,9.15,1 TLRN,A,502,6 Single Cwy,2 30 MPH,3 T/Stag Jun,4 Give Way/Uncontrolled,Unclassified,0,1 Zebra,1 Daylight,2 Raining,2 Road-Wet,0 None,0 None,528950,183770,-0.142107,51.538122,E05000130,Camden Town with Primrose Hill,Unknown,"(51.538122, -0.142107)",29686,04/11/2016 10:29:02 AM,http://opendatacommunities.org/id/london-borough-council/camden
0111CW10131,CAMDEN,PORTPOOL LANE J/W GRAY'S INN RD,3 Slight,1,1,07/02/2011 05:30:00 PM,Monday   ,17.30,3 Bor,Unclassified,0,6 Single Cwy,2 30 MPH,3 T/Stag Jun,4 Give Way/Uncontrolled,A,5200,0 No Xing Facility In 50m,2 Dark,1 Fine,1 Road-Dry,0 None,0 None,531040,181890,-0.112688,51.520746,E05000138,Holborn and Covent Garden,Unknown,"(51.520746, -0.112688)",29685,04/11/2016 10:29:02 AM,http://opendatacommunities.org/id/london-borough-council/camden
0111CW10138,CAMDEN,WEST END LANE J/W DENNINGTON PARK ROAD.,3 Slight,2,2,21/02/2011 07:50:00 PM,Monday   ,19.50,3 Bor,4 B,510,6 Single Cwy,2 30 MPH,3 T/Stag Jun,4 Give Way/Uncontrolled,Unclassified,0,1 Zebra,2 Dark,2 Raining,2 Road-Wet,0 None,0 None,525480,185000,-0.191675,51.549957,E05000145,West Hampstead,Unknown,"(51.549957, -0.191675)",29684,04/11/2016 10:29:02 AM,http://opendatacommunities.org/id/london-borough-council/camden
0111CW10142,CAMDEN,CAMDEN ROAD J/W ROCHESTER PLACE,3 Slight,1,2,15/02/2011 05:36:00 PM,Tuesday  ,17.36,1 TLRN,A,503,6 Single Cwy,2 30 MPH,3 T/Stag Jun,4 Give Way/Uncontrolled,Unclassified,0,0 No Xing Facility In 50m,1 Daylight,2 Raining,2 Road-Wet,0 None,0 None,529270,184330,-0.13729,51.543081,E05000131,Cantelowes,Unknown,"(51.543081, -0.13729)",29683,04/11/2016 10:29:02 AM,http://opendatacommunities.org/id/london-borough-council/camden
0111CW10143,CAMDEN,COLLEGE CRESCENT J/W BELSIZE PARK,3 Slight,1,2,18/02/2011 04:00:00 PM,Friday   ,16.00,3 Bor,4 B,511,6 Single Cwy,2 30 MPH,3 T/Stag Jun,4 Give Way/Uncontrolled,4 B,511,1 Zebra,1 Daylight,1 Fine,1 Road-Dry,0 None,0 None,526600,184520,-0.175703,51.545393,E05000133,Frognal and Fitzjohns,Unknown,"(51.545393, -0.175703)",29682,04/11/2016 10:29:02 AM,http://opendatacommunities.org/id/london-borough-council/camden
0111CW10153,CAMDEN,HAMPSTEAD HIGH STREET J/W BIRD IN HAND YARD.,3 Slight,1,1,25/02/2011 08:50:00 AM,Friday   ,8.50,3 Bor,A,502,3 Dual Cwy,2 30 MPH,3 T/Stag Jun,4 Give Way/Uncontrolled,Unclassified,0,1 Zebra,1 Daylight,1 Fine,1 Road-Dry,0 None,0 None,526430,185710,-0.177726,51.556126,E05000135,Hampstead Town,Unknown,"(51.556126, -0.177726)",29681,04/11/2016 10:29:02 AM,http://opendatacommunities.org/id/london-borough-council/camden
0111CW10154,CAMDEN,CAMDEN RD 50M N OF LYME ST,3 Slight,1,2,12/02/2011 11:17:00 PM,Saturday ,23.17,1 TLRN,A,503,6 Single Cwy,2 30 MPH,0 No Jun In 20m,-2 Not Applicable,-2 Not Applicable,0,0 No Xing Facility In 50m,2 Dark,1 Fine,1 Road-Dry,0 None,0 None,529140,184100,-0.139248,51.541044,E05000130,Camden Town with Primrose Hill,Unknown,"(51.541044, -0.139248)",29680,04/11/2016 10:29:02 AM,http://opendatacommunities.org/id/london-borough-council/camden
0111CW10155,CAMDEN,KINGSWAY J/W KEELEY STREET.,3 Slight,1,1,26/02/2011 10:03:00 PM,Saturday ,22.03,3 Bor,A,4200,6 Single Cwy,2 30 MPH,3 T/Stag Jun,4 Give Way/Uncontrolled,Unclassified,0,4 Pelican Or Similar,2 Dark,2 Raining,2 Road-Wet,0 None,0 None,530610,181280,-0.119108,51.515364,E05000138,Holborn and Covent Garden,Unknown,"(51.515364, -0.119108)",29679,04/11/2016 10:29:02 AM,http://opendatacommunities.org/id/london-borough-council/camden
0111CW10156,CAMDEN,"EARLHAM STREET, 35 METRES EAST OF TOWER STREET.",3 Slight,1,1,26/02/2011 02:00:00 PM,Saturday ,14.00,3 Bor,Unclassified,0,2 One-Way St,2 30 MPH,0 No Jun In 20m,-2 Not Applicable,-2 Not Applicable,0,0 No Xing Facility In 50m,1 Daylight,1 Fine,2 Road-Wet,0 None,0 None,530000,181070,-0.127971,51.513617,E05000138,Holborn and Covent Garden,Unknown,"(51.513617, -0.127971)",29678,04/11/2016 10:29:02 AM,http://opendatacommunities.org/id/london-borough-council/camden
0111CW10160,CAMDEN,HAMPSTEAD RD J/W DRUMMOND ST,3 Slight,1,2,27/02/2011 06:00:00 AM,Sunday   ,6.00,1 TLRN,A,400,6 Single Cwy,2 30 MPH,6 Crossroads,2 Auto Sig,C,0,5 Pedn Phase At Ats,2 Dark,1 Fine,1 Road-Dry,0 None,0 None,529220,182480,-0.138689,51.526467,E05000142,Regent's Park,Unknown,"(51.526467, -0.138689)",29677,04/11/2016 10:29:02 AM,http://opendatacommunities.org/id/london-borough-council/camden
0111CW10170,CAMDEN,SUMATRA ROAD J/W DENNINGTON PARK ROAD.,2 Serious,1,1,26/02/2011 09:07:00 PM,Saturday ,21.07,3 Bor,Unclassified,0,6 Single Cwy,2 30 MPH,3 T/Stag Jun,4 Give Way/Uncontrolled,Unclassified,0,0 No Xing Facility In 50m,2 Dark,1 Fine,2 Road-Wet,0 None,2 Other Object In Cwy,525250,184890,-0.195029,51.549019,E05000145,West Hampstead,Unknown,"(51.549019, -0.195029)",29676,04/11/2016 10:29:02 AM,http://opendatacommunities.org/id/london-borough-council/camden
0111CW10174,CAMDEN,THEOBALD'S ROAD J/W SOUTHAMPTON ROW,3 Slight,1,1,01/03/2011 10:39:00 PM,Tuesday  ,22.39,3 Bor,A,401,6 Single Cwy,2 30 MPH,6 Crossroads,2 Auto Sig,A,4200,5 Pedn Phase At Ats,2 Dark,1 Fine,1 Road-Dry,0 None,0 None,530470,181680,-0.120977,51.518991,E05000138,Holborn and Covent Garden,Unknown,"(51.518991, -0.120977)",29675,04/11/2016 10:29:02 AM,http://opendatacommunities.org/id/london-borough-council/camden
0111CW10179,CAMDEN,NFL - HIGH HOLBORN J/W SHAFTESBURY AVENUE,3 Slight,1,1,02/03/2011 04:27:00 PM,Wednesday,16.27,3 Bor,A,40,6 Single Cwy,2 30 MPH,6 Crossroads,2 Auto Sig,A,401,5 Pedn Phase At Ats,1 Daylight,1 Fine,1 Road-Dry,0 None,0 None,530060,181300,-0.127023,51.51567,E05000138,Holborn and Covent Garden,Unknown,"(51.51567, -0.127023)",29674,04/11/2016 10:29:02 AM,http://opendatacommunities.org/id/london-borough-council/camden
0111CW10182,CAMDEN,FORTESS ROAD 56M SW J/W BRECKNOCK ROAD,2 Serious,1,1,02/03/2011 05:30:00 PM,Wednesday,17.30,3 Bor,A,400,6 Single Cwy,2 30 MPH,0 No Jun In 20m,-2 Not Applicable,-2 Not Applicable,0,0 No Xing Facility In 50m,1 Daylight,1 Fine,1 Road-Dry,0 None,0 None,529120,185810,-0.138909,51.556416,E05000139,Kentish Town,Unknown,"(51.556416, -0.138909)",29673,04/11/2016 10:29:02 AM,http://opendatacommunities.org/id/london-borough-council/camden
0111CW10184,CAMDEN,CAMDEN ROAD J/W ST PANCRAS WAY.,3 Slight,1,2,27/02/2011 10:45:00 PM,Sunday   ,22.45,1 TLRN,A,503,6 Single Cwy,2 30 MPH,6 Crossroads,2 Auto Sig,A,5202,5 Pedn Phase At Ats,2 Dark,1 Fine,1 Road-Dry,0 None,0 None,529250,184290,-0.137593,51.542726,E05000131,Cantelowes,Unknown,"(51.542726, -0.137593)",29672,04/11/2016 10:29:02 AM,http://opendatacommunities.org/id/london-borough-council/camden
0111CW10190,CAMDEN,UPPER WOBURN PLACE J/W ENDSLEIGH GARDENS.,3 Slight,1,2,27/02/2011 11:24:00 AM,Sunday   ,11.24,3 Bor,A,4200,6 Single Cwy,2 30 MPH,3 T/Stag Jun,4 Give Way/Uncontrolled,Unclassified,0,0 No Xing Facility In 50m,1 Daylight,1 Fine,2 Road-Wet,0 None,0 None,529790,182540,-0.130455,51.526876,E05000129,Bloomsbury,Unknown,"(51.526876, -0.130455)",29671,04/11/2016 10:29:02 AM,http://opendatacommunities.org/id/london-borough-council/camden
0111CW10191,CAMDEN,ROYAL COLLEGE STREET J/W RANDOLPH STREET.,3 Slight,1,2,21/02/2011 12:20:00 PM,Monday   ,12.20,3 Bor,A,5202,2 One-Way St,2 30 MPH,3 T/Stag Jun,4 Give Way/Uncontrolled,C,0,0 No Xing Facility In 50m,1 Daylight,1 Fine,1 Road-Dry,0 None,0 None,529230,184120,-0.137944,51.541203,E05000130,Camden Town with Primrose Hill,Unknown,"(51.541203, -0.137944)",29670,04/11/2016 10:29:02 AM,http://opendatacommunities.org/id/london-borough-council/camden
0111CW10197,CAMDEN,ADELAIDE ROAD 38M E J/W FINCHLEY ROAD,3 Slight,1,2,04/03/2011 01:30:00 PM,Friday   ,13.30,1 TLRN,A,41,6 Single Cwy,2 30 MPH,0 No Jun In 20m,-2 Not Applicable,-2 Not Applicable,0,0 No Xing Facility In 50m,1 Daylight,1 Fine,1 Road-Dry,0 None,0 None,526670,184100,-0.174845,51.541603,E05000144,Swiss Cottage,Unknown,"(51.541603, -0.174845)",29669,04/11/2016 10:29:02 AM,http://opendatacommunities.org/id/london-borough-council/camden
0111CW10200,CAMDEN,"HAMPSTEAD ROAD, 25 METRES SOUTH OF DRUMMOND STREET.",3 Slight,1,1,02/03/2011 05:50:00 PM,Wednesday,17.50,1 TLRN,A,400,6 Single Cwy,2 30 MPH,0 No Jun In 20m,-2 Not Applicable,-2 Not Applicable,0,5 Pedn Phase At Ats,1 Daylight,1 Fine,1 Road-Dry,0 None,0 None,529210,182460,-0.138841,51.52629,E05000142,Regent's Park,Unknown,"(51.52629, -0.138841)",29668,04/11/2016 10:29:02 AM,http://opendatacommunities.org/id/london-borough-council/camden
0111CW10210,CAMDEN,SOUTHAMPTON ROW J/W BLOOMSBURY PLACE.,3 Slight,1,2,04/03/2011 01:15:00 AM,Friday   ,1.15,3 Bor,A,4200,6 Single Cwy,2 30 MPH,3 T/Stag Jun,2 Auto Sig,C,0,5 Pedn Phase At Ats,2 Dark,1 Fine,1 Road-Dry,0 None,0 None,530370,181780,-0.12238,51.519912,E05000129,Bloomsbury,Unknown,"(51.519912, -0.12238)",29667,04/11/2016 10:29:02 AM,http://opendatacommunities.org/id/london-borough-council/camden
0111CW10212,CAMDEN,"NFL - AGAR GROVE, 50 METRES WEST OF ST PAULS CRESCENT.",3 Slight,2,2,22/02/2011 07:30:00 AM,Tuesday  ,7.30,3 Bor,C,0,6 Single Cwy,2 30 MPH,0 No Jun In 20m,-2 Not Applicable,-2 Not Applicable,0,0 No Xing Facility In 50m,2 Dark,1 Fine,1 Road-Dry,0 None,0 None,529770,184350,-0.130077,51.543146,E05000131,Cantelowes,Unknown,"(51.543146, -0.130077)",29666,04/11/2016 10:29:02 AM,http://opendatacommunities.org/id/london-borough-council/camden
0111CW10219,CAMDEN,UPPER WOBURN PLACE J/W TAVISTOCK SQUARE.,3 Slight,1,2,16/02/2011 05:55:00 PM,Wednesday,17.55,3 Bor,A,4200,6 Single Cwy,2 30 MPH,3 T/Stag Jun,2 Auto Sig,Unclassified,0,5 Pedn Phase At Ats,2 Dark,1 Fine,1 Road-Dry,0 None,0 None,529880,182420,-0.129203,51.525777,E05000129,Bloomsbury,Unknown,"(51.525777, -0.129203)",29665,04/11/2016 10:29:02 AM,http://opendatacommunities.org/id/london-borough-council/camden
0111CW10224,CAMDEN,HIGHGATE HIGH STREET 28M W J/W SOUTH GROVE,3 Slight,1,1,09/03/2011 01:49:00 PM,Wednesday,13.49,3 Bor,4 B,519,6 Single Cwy,2 30 MPH,0 No Jun In 20m,-2 Not Applicable,-2 Not Applicable,0,0 No Xing Facility In 50m,1 Daylight,1 Fine,1 Road-Dry,0 None,0 None,528400,187400,-0.148709,51.570869,E05000137,Highgate,Unknown,"(51.570869, -0.148709)",29664,04/11/2016 10:29:02 AM,http://opendatacommunities.org/id/london-borough-council/camden
0111CW10230,CAMDEN,DELANCEY STREET J/W ARLINGTON STREET.,3 Slight,1,2,23/02/2011 08:29:00 PM,Wednesday,20.29,3 Bor,A,503,2 One-Way St,2 30 MPH,6 Crossroads,4 Give Way/Uncontrolled,Unclassified,0,0 No Xing Facility In 50m,2 Dark,2 Raining,2 Road-Wet,0 None,0 None,528930,183620,-0.14245,51.536778,E05000142,Regent's Park,Unknown,"(51.536778, -0.14245)",29663,04/11/2016 10:29:02 AM,http://opendatacommunities.org/id/london-borough-council/camden
0111CW10231,CAMDEN,LEIGHTON ROAD J/W LEIGHTON PLACE,3 Slight,1,2,03/03/2011 09:30:00 PM,Thursday ,21.30,3 Bor,C,0,6 Single Cwy,2 30 MPH,3 T/Stag Jun,4 Give Way/Uncontrolled,Unclassified,0,0 No Xing Facility In 50m,2 Dark,1 Fine,1 Road-Dry,0 None,0 None,529310,185190,-0.136398,51.5508,E05000139,Kentish Town,Unknown,"(51.5508, -0.136398)",29662,04/11/2016 10:29:02 AM,http://opendatacommunities.org/id/london-borough-council/camden
0111CW10233,CAMDEN,NFL - GREVILLE STREET J/S FARRINGDON ROAD.,3 Slight,2,2,10/03/2011 12:30:00 PM,Thursday ,12.30,1 TLRN,Unclassified,0,2 One-Way St,2 30 MPH,6 Crossroads,2 Auto Sig,A,201,5 Pedn Phase At Ats,1 Daylight,1 Fine,1 Road-Dry,0 None,0 None,531510,181790,-0.105955,51.519738,E05000138,Holborn and Covent Garden,Unknown,"(51.519738, -0.105955)",29661,04/11/2016 10:29:02 AM,http://opendatacommunities.org/id/london-borough-council/camden
0111CW10238,CAMDEN,CHALK FARM ROAD J/W FERDINAND STREET.,3 Slight,2,1,12/03/2011 09:00:00 PM,Saturday ,21.00,3 Bor,A,502,6 Single Cwy,2 30 MPH,6 Crossroads,2 Auto Sig,4 B,517,5 Pedn Phase At Ats,2 Dark,1 Fine,1 Road-Dry,0 None,0 None,528460,184290,-0.148979,51.542906,E05000130,Camden Town with Primrose Hill,Unknown,"(51.542906, -0.148979)",29660,04/11/2016 10:29:02 AM,http://opendatacommunities.org/id/london-borough-council/camden
0111CW10243,CAMDEN,CAMDEN HIGH STREET J/W PARKWAY,3 Slight,1,2,14/03/2011 04:00:00 AM,Monday   ,4.00,1 TLRN,A,502,6 Single Cwy,2 30 MPH,6 Crossroads,2 Auto Sig,A,4201,5 Pedn Phase At Ats,2 Dark,1 Fine,1 Road-Dry,0 None,0 None,528900,183860,-0.142795,51.538942,E05000130,Camden Town with Primrose Hill,Unknown,"(51.538942, -0.142795)",29659,04/11/2016 10:29:02 AM,http://opendatacommunities.org/id/london-borough-council/camden
0111CW10244,CAMDEN,FINCHLEY ROAD J/W PARSIFAL ROAD,3 Slight,1,2,08/03/2011 12:15:00 PM,Tuesday  ,12.15,1 TLRN,A,41,6 Single Cwy,2 30 MPH,3 T/Stag Jun,4 Give Way/Uncontrolled,Unclassified,0,0 No Xing Facility In 50m,1 Daylight,1 Fine,1 Road-Dry,0 None,0 None,525410,185540,-0.192491,51.554825,E05000132,Fortune Green,Unknown,"(51.554825, -0.192491)",29658,04/11/2016 10:29:02 AM,http://opendatacommunities.org/id/london-borough-council/camden
0111CW10248,CAMDEN,ARKWRIGHT ROAD J/W FROGNAL,3 Slight,1,2,14/03/2011 12:50:00 PM,Monday   ,12.50,3 Bor,C,0,6 Single Cwy,2 30 MPH,6 Crossroads,3 Stop Sign,Unclassified,0,0 No Xing Facility In 50m,1 Daylight,1 Fine,1 Road-Dry,0 None,0 None,526230,185240,-0.180778,51.551947,E05000133,Frognal and Fitzjohns,Unknown,"(51.551947, -0.180778)",29657,04/11/2016 10:29:02 AM,http://opendatacommunities.org/id/london-borough-council/camden
0111CW10254,CAMDEN,TAVISTOCK PLACE J/W MARCHMONT STREET,2 Serious,1,1,09/03/2011 02:30:00 PM,Wednesday,14.30,3 Bor,C,0,6 Single Cwy,2 30 MPH,6 Crossroads,2 Auto Sig,Unclassified,0,0 No Xing Facility In 50m,1 Daylight,1 Fine,1 Road-Dry,0 None,0 None,530120,182410,-0.125749,51.525632,E05000141,King's Cross,Unknown,"(51.525632, -0.125749)",29656,04/11/2016 10:29:02 AM,http://opendatacommunities.org/id/london-borough-council/camden
0111CW10262,CAMDEN,ELSWORTHY ROAD J/W AVENUE ROAD.,3 Slight,1,1,30/01/2011 01:50:00 PM,Sunday   ,13.50,3 Bor,Unclassified,0,6 Single Cwy,2 30 MPH,3 T/Stag Jun,4 Give Way/Uncontrolled,4 B,525,1 Zebra,1 Daylight,1 Fine,1 Road-Dry,0 None,0 None,526970,183840,-0.170615,51.539199,E05000144,Swiss Cottage,Unknown,"(51.539199, -0.170615)",29655,04/11/2016 10:29:02 AM,http://opendatacommunities.org/id/london-borough-council/camden
0111CW10263,CAMDEN,PENTONVILLE ROAD J/W KING'S CROSS BRIDGE.,3 Slight,1,1,20/01/2011 06:30:00 PM,Thursday ,18.30,1 TLRN,A,501,3 Dual Cwy,2 30 MPH,6 Crossroads,2 Auto Sig,A,5203,5 Pedn Phase At Ats,2 Dark,1 Fine,1 Road-Dry,0 None,6 Ped In Cwy (Not Inj),530440,183000,-0.12092,51.53086,E05000141,King's Cross,Unknown,"(51.53086, -0.12092)",29654,04/11/2016 10:29:02 AM,http://opendatacommunities.org/id/london-borough-council/camden
0111CW10265,CAMDEN,NFL - HEATH STREET J/W WEST HEATH ROAD.,3 Slight,1,2,26/01/2011 01:31:00 PM,Wednesday,13.31,3 Bor,A,502,6 Single Cwy,2 30 MPH,3 T/Stag Jun,2 Auto Sig,C,0,5 Pedn Phase At Ats,1 Daylight,1 Fine,1 Road-Dry,0 None,0 None,526290,186280,-0.17954,51.561279,E05000135,Hampstead Town,Unknown,"(51.561279, -0.17954)",29653,04/11/2016 10:29:02 AM,http://opendatacommunities.org/id/london-borough-council/camden
0111CW10268,CAMDEN,FINCHLEY ROAD J/W ARKWRIGHT ROAD,3 Slight,1,2,20/01/2011 02:25:00 AM,Thursday ,2.25,1 TLRN,A,41,6 Single Cwy,2 30 MPH,3 T/Stag Jun,2 Auto Sig,C,0,5 Pedn Phase At Ats,2 Dark,1 Fine,1 Road-Dry,0 None,0 None,526040,185100,-0.183567,51.550731,E05000145,West Hampstead,Unknown,"(51.550731, -0.183567)",29652,04/11/2016 10:29:02 AM,http://opendatacommunities.org/id/london-borough-council/camden
0111CW10276,CAMDEN,"NFL - GORDON HOUSE ROAD, 52 METRES SOUTH WEST OF HIGHGATE ROAD.",3 Slight,1,2,13/01/2011 06:43:00 PM,Thursday ,18.43,3 Bor,4 B,518,6 Single Cwy,2 30 MPH,8 Priv Drive,4 Give Way/Uncontrolled,Unclassified,0,0 No Xing Facility In 50m,2 Dark,2 Raining,2 Road-Wet,0 None,0 None,528540,185790,-0.147278,51.556368,E05000137,Highgate,Unknown,"(51.556368, -0.147278)",29651,04/11/2016 10:29:02 AM,http://opendatacommunities.org/id/london-borough-council/camden
0111CW10277,CAMDEN,CAMDEN ROAD J/W CAMDEN PARK ROAD.,3 Slight,2,2,23/01/2011 01:45:00 PM,Sunday   ,13.45,1 TLRN,A,503,6 Single Cwy,2 30 MPH,6 Crossroads,2 Auto Sig,A,5200,5 Pedn Phase At Ats,1 Daylight,1 Fine,1 Road-Dry,0 None,0 None,529720,184870,-0.130606,51.547831,E05000131,Cantelowes,Unknown,"(51.547831, -0.130606)",29650,04/11/2016 10:29:02 AM,http://opendatacommunities.org/id/london-borough-council/camden
0111CW10284,CAMDEN,IVOR STREET J/W ROYAL COLLEGE STREET.,3 Slight,1,1,20/01/2011 10:30:00 PM,Thursday ,22.30,3 Bor,Unclassified,0,6 Single Cwy,2 30 MPH,3 T/Stag Jun,4 Give Way/Uncontrolled,A,5202,0 No Xing Facility In 50m,2 Dark,1 Fine,1 Road-Dry,0 None,0 None,529120,184280,-0.13947,51.542666,E05000130,Camden Town with Primrose Hill,Unknown,"(51.542666, -0.13947)",29649,04/11/2016 10:29:02 AM,http://opendatacommunities.org/id/london-borough-council/camden
0111CW10285,CAMDEN,"GORDON HOUSE ROAD, 92 METRES SOUTH WEST OF HIGHGATE ROAD.",3 Slight,1,2,28/01/2011 08:36:00 AM,Friday   ,8.36,3 Bor,4 B,518,6 Single Cwy,2 30 MPH,0 No Jun In 20m,-2 Not Applicable,-2 Not Applicable,0,0 No Xing Facility In 50m,1 Daylight,1 Fine,1 Road-Dry,0 None,0 None,528510,185760,-0.147722,51.556105,E05000137,Highgate,Unknown,"(51.556105, -0.147722)",29648,04/11/2016 10:29:02 AM,http://opendatacommunities.org/id/london-borough-council/camden
0111CW10287,CAMDEN,CAMDEN ROAD J/W CAMDEN PARK ROAD.,3 Slight,1,3,26/01/2011 06:30:00 PM,Wednesday,18.30,1 TLRN,A,503,3 Dual Cwy,2 30 MPH,6 Crossroads,2 Auto Sig,A,5200,5 Pedn Phase At Ats,2 Dark,1 Fine,1 Road-Dry,0 None,0 None,529720,184870,-0.130606,51.547831,E05000131,Cantelowes,Unknown,"(51.547831, -0.130606)",29647,04/11/2016 10:29:02 AM,http://opendatacommunities.org/id/london-borough-council/camden
